id,user_id,event_type,product_id,session_id,timestamp,metadata
147,111,purchase,53.0,sess_5489,2022-05-05 18:52:13,"{""ip"": ""192.168.120.127""}"
148,133,purchase,98.0,sess_1712,2022-08-18 01:42:35,"{""ip"": ""192.168.72.236""}"
149,137,search,,sess_8354,2022-11-20 00:11:16,"{""ip"": ""192.168.101.50""}"
150,21,purchase,74.0,sess_1415,2022-08-20 15:25:50,"{""ip"": ""192.168.246.20""}"
151,51,add_to_cart,22.0,sess_6394,2022-11-15 02:17:17,"{""ip"": ""192.168.161.161""}"
152,8,page_view,62.0,sess_8077,2022-01-25 21:34:24,"{""ip"": ""192.168.205.161""}"
153,65,purchase,32.0,sess_2766,2023-04-30 08:40:42,"{""ip"": ""192.168.246.88""}"
154,86,page_view,67.0,sess_4878,2022-03-16 21:50:38,"{""ip"": ""192.168.159.113""}"
155,161,page_view,58.0,sess_3045,2022-03-29 02:12:34,"{""ip"": ""192.168.235.9""}"
156,81,search,,sess_2065,2022-05-11 02:15:26,"{""ip"": ""192.168.236.206""}"
157,15,search,,sess_5939,2023-09-18 22:47:55,"{""ip"": ""192.168.111.17""}"
158,174,page_view,8.0,sess_1855,2022-10-29 13:53:18,"{""ip"": ""192.168.103.25""}"
159,193,login,,sess_7735,2022-08-27 21:49:47,"{""ip"": ""192.168.202.169""}"
160,3,login,,sess_8428,2023-01-29 16:54:04,"{""ip"": ""192.168.204.110""}"
161,159,login,,sess_2659,2022-12-14 23:41:57,"{""ip"": ""192.168.241.173""}"
162,117,page_view,67.0,sess_6377,2023-08-25 07:00:28,"{""ip"": ""192.168.28.27""}"
163,153,page_view,92.0,sess_2106,2023-08-31 07:02:57,"{""ip"": ""192.168.232.147""}"
164,164,add_to_cart,66.0,sess_5198,2022-12-30 15:19:42,"{""ip"": ""192.168.124.186""}"
165,114,login,,sess_4046,2022-09-06 05:00:45,"{""ip"": ""192.168.205.12""}"
166,33,page_view,40.0,sess_8140,2023-06-10 23:43:40,"{""ip"": ""192.168.194.92""}"
167,150,purchase,70.0,sess_3385,2022-05-31 17:05:41,"{""ip"": ""192.168.80.155""}"
168,75,purchase,48.0,sess_1132,2023-06-15 21:21:05,"{""ip"": ""192.168.169.174""}"
169,15,add_to_cart,31.0,sess_9308,2023-07-27 01:59:17,"{""ip"": ""192.168.109.89""}"
170,52,add_to_cart,82.0,sess_4297,2022-03-12 12:26:07,"{""ip"": ""192.168.49.171""}"
171,178,search,,sess_8657,2023-09-07 12:03:23,"{""ip"": ""192.168.219.149""}"
172,86,login,,sess_5909,2023-03-05 11:57:52,"{""ip"": ""192.168.42.27""}"
173,11,search,,sess_9125,2022-08-13 00:08:04,"{""ip"": ""192.168.164.58""}"
174,59,logout,,sess_8643,2023-10-01 07:45:36,"{""ip"": ""192.168.62.124""}"
175,197,logout,,sess_6431,2023-01-20 07:28:31,"{""ip"": ""192.168.103.48""}"
176,93,page_view,2.0,sess_2208,2023-01-02 01:05:34,"{""ip"": ""192.168.143.30""}"
177,75,add_to_cart,57.0,sess_4185,2023-10-09 21:19:27,"{""ip"": ""192.168.234.196""}"
178,12,purchase,4.0,sess_4262,2022-07-22 10:20:37,"{""ip"": ""192.168.45.57""}"
179,185,purchase,23.0,sess_6567,2023-07-22 08:57:19,"{""ip"": ""192.168.46.51""}"
180,46,page_view,34.0,sess_2657,2022-01-22 04:59:48,"{""ip"": ""192.168.98.168""}"
181,87,page_view,27.0,sess_5998,2023-04-13 08:44:36,"{""ip"": ""192.168.95.208""}"
182,170,purchase,22.0,sess_9633,2023-10-01 15:47:28,"{""ip"": ""192.168.225.183""}"
183,31,page_view,19.0,sess_3142,2022-07-14 06:58:44,"{""ip"": ""192.168.137.97""}"
184,96,logout,,sess_6209,2023-09-06 15:38:20,"{""ip"": ""192.168.251.163""}"
185,12,add_to_cart,98.0,sess_4098,2023-07-03 10:42:39,"{""ip"": ""192.168.203.39""}"
186,64,purchase,7.0,sess_5588,2022-05-10 18:30:19,"{""ip"": ""192.168.248.150""}"
187,54,search,,sess_2333,2023-04-27 22:23:14,"{""ip"": ""192.168.17.43""}"
188,100,login,,sess_9342,2023-01-19 18:09:10,"{""ip"": ""192.168.133.119""}"
189,83,add_to_cart,92.0,sess_7125,2023-06-23 17:35:46,"{""ip"": ""192.168.184.245""}"
190,122,search,,sess_5396,2023-08-19 14:35:52,"{""ip"": ""192.168.164.236""}"
191,167,login,,sess_1599,2022-08-01 07:59:33,"{""ip"": ""192.168.230.52""}"
192,61,search,,sess_7486,2022-08-12 11:08:27,"{""ip"": ""192.168.109.228""}"
193,147,search,,sess_3575,2023-01-19 09:16:01,"{""ip"": ""192.168.141.22""}"
194,193,add_to_cart,11.0,sess_5834,2023-04-01 18:53:22,"{""ip"": ""192.168.91.59""}"
195,11,login,,sess_8622,2023-06-09 22:36:52,"{""ip"": ""192.168.87.110""}"
196,120,search,,sess_8086,2023-02-23 13:22:50,"{""ip"": ""192.168.206.128""}"
197,70,purchase,49.0,sess_1404,2022-07-03 16:04:52,"{""ip"": ""192.168.60.68""}"
198,20,logout,,sess_6883,2022-03-26 10:43:23,"{""ip"": ""192.168.216.129""}"
199,140,login,,sess_2280,2022-10-11 08:17:30,"{""ip"": ""192.168.26.31""}"
200,93,page_view,5.0,sess_9946,2022-07-25 12:09:06,"{""ip"": ""192.168.51.173""}"
201,65,purchase,39.0,sess_5496,2022-07-15 21:59:31,"{""ip"": ""192.168.36.219""}"
202,190,logout,,sess_9898,2022-09-25 00:18:38,"{""ip"": ""192.168.198.77""}"
203,89,purchase,52.0,sess_7647,2023-08-17 23:51:32,"{""ip"": ""192.168.4.121""}"
204,132,logout,,sess_3445,2023-02-12 08:17:09,"{""ip"": ""192.168.59.186""}"
205,54,logout,,sess_8773,2022-08-28 18:46:50,"{""ip"": ""192.168.151.202""}"
206,194,login,,sess_8679,2023-04-18 12:24:10,"{""ip"": ""192.168.203.22""}"
207,49,purchase,55.0,sess_7843,2022-08-03 15:58:18,"{""ip"": ""192.168.116.219""}"
208,8,login,,sess_7139,2022-05-23 21:01:35,"{""ip"": ""192.168.224.33""}"
209,189,purchase,2.0,sess_9188,2023-11-06 12:54:46,"{""ip"": ""192.168.87.58""}"
210,109,search,,sess_7608,2023-12-09 19:34:24,"{""ip"": ""192.168.77.84""}"
211,6,login,,sess_1527,2022-05-23 05:35:44,"{""ip"": ""192.168.251.244""}"
212,146,purchase,81.0,sess_7404,2023-01-26 07:26:05,"{""ip"": ""192.168.243.101""}"
213,137,page_view,50.0,sess_4085,2023-05-02 03:57:19,"{""ip"": ""192.168.85.146""}"
214,164,search,,sess_5991,2022-04-06 06:14:28,"{""ip"": ""192.168.27.173""}"
215,46,login,,sess_1525,2023-12-07 21:58:04,"{""ip"": ""192.168.126.7""}"
216,51,add_to_cart,9.0,sess_7322,2022-10-18 07:29:46,"{""ip"": ""192.168.60.75""}"
217,135,logout,,sess_2146,2023-04-11 02:05:30,"{""ip"": ""192.168.95.133""}"
218,44,page_view,42.0,sess_7731,2023-02-05 05:43:02,"{""ip"": ""192.168.254.29""}"
219,138,add_to_cart,54.0,sess_8835,2022-03-12 14:09:46,"{""ip"": ""192.168.245.232""}"
220,34,add_to_cart,27.0,sess_6075,2023-03-19 17:17:10,"{""ip"": ""192.168.41.155""}"
221,80,login,,sess_4325,2023-05-30 16:42:36,"{""ip"": ""192.168.71.52""}"
222,37,page_view,58.0,sess_2048,2023-02-13 22:01:18,"{""ip"": ""192.168.207.64""}"
223,85,login,,sess_9043,2023-04-17 16:50:46,"{""ip"": ""192.168.148.11""}"
224,24,logout,,sess_5717,2023-10-24 16:36:49,"{""ip"": ""192.168.89.180""}"
225,77,logout,,sess_7407,2023-09-20 06:22:34,"{""ip"": ""192.168.107.64""}"
226,159,add_to_cart,94.0,sess_8079,2023-04-14 14:00:18,"{""ip"": ""192.168.234.169""}"
227,179,add_to_cart,73.0,sess_2565,2023-02-07 01:35:23,"{""ip"": ""192.168.62.227""}"
228,71,add_to_cart,81.0,sess_9810,2022-10-26 02:25:48,"{""ip"": ""192.168.179.186""}"
229,56,logout,,sess_9085,2023-02-26 20:07:39,"{""ip"": ""192.168.32.255""}"
230,20,purchase,97.0,sess_2723,2023-06-01 11:52:11,"{""ip"": ""192.168.105.116""}"
231,65,add_to_cart,27.0,sess_9291,2022-02-15 16:49:37,"{""ip"": ""192.168.7.19""}"
232,178,logout,,sess_8567,2023-01-26 12:30:43,"{""ip"": ""192.168.191.103""}"
233,102,add_to_cart,5.0,sess_1175,2022-09-14 04:10:31,"{""ip"": ""192.168.182.235""}"
234,84,add_to_cart,86.0,sess_8606,2023-05-12 16:47:50,"{""ip"": ""192.168.18.22""}"
235,169,login,,sess_4969,2024-01-01 15:56:13,"{""ip"": ""192.168.36.121""}"
236,42,purchase,22.0,sess_1295,2023-09-14 03:39:34,"{""ip"": ""192.168.46.76""}"
237,137,page_view,95.0,sess_7403,2022-06-22 02:49:29,"{""ip"": ""192.168.172.196""}"
238,174,page_view,35.0,sess_3514,2023-03-28 13:02:15,"{""ip"": ""192.168.46.56""}"
239,9,logout,,sess_9721,2022-08-10 16:05:41,"{""ip"": ""192.168.179.13""}"
240,134,logout,,sess_2684,2023-02-04 11:13:32,"{""ip"": ""192.168.114.14""}"
241,2,login,,sess_1797,2023-01-22 07:20:42,"{""ip"": ""192.168.238.64""}"
242,62,purchase,26.0,sess_2497,2022-01-17 15:21:10,"{""ip"": ""192.168.8.254""}"
243,87,page_view,25.0,sess_2035,2022-08-14 03:31:01,"{""ip"": ""192.168.205.214""}"
244,43,logout,,sess_3736,2022-02-15 15:08:04,"{""ip"": ""192.168.132.28""}"
245,83,purchase,72.0,sess_4105,2023-10-02 07:32:27,"{""ip"": ""192.168.240.139""}"
246,110,search,,sess_2979,2022-08-26 07:47:00,"{""ip"": ""192.168.28.92""}"
247,45,purchase,2.0,sess_7588,2023-11-01 11:30:50,"{""ip"": ""192.168.4.100""}"
248,118,add_to_cart,29.0,sess_2081,2023-11-05 10:08:17,"{""ip"": ""192.168.167.160""}"
249,12,purchase,9.0,sess_4580,2023-02-25 10:58:42,"{""ip"": ""192.168.197.154""}"
250,27,search,,sess_9784,2023-08-06 06:14:33,"{""ip"": ""192.168.65.246""}"
251,154,page_view,42.0,sess_7366,2023-11-26 04:50:23,"{""ip"": ""192.168.86.45""}"
252,195,logout,,sess_6209,2023-11-14 17:33:13,"{""ip"": ""192.168.18.86""}"
253,156,page_view,75.0,sess_8354,2023-01-27 18:36:21,"{""ip"": ""192.168.164.190""}"
254,129,add_to_cart,76.0,sess_1217,2022-08-27 00:46:20,"{""ip"": ""192.168.158.195""}"
255,80,page_view,31.0,sess_8020,2022-09-07 22:33:53,"{""ip"": ""192.168.21.16""}"
256,96,add_to_cart,64.0,sess_5859,2022-07-26 05:31:19,"{""ip"": ""192.168.97.53""}"
257,10,logout,,sess_4900,2023-09-05 16:09:20,"{""ip"": ""192.168.190.225""}"
258,35,purchase,36.0,sess_6202,2023-10-22 01:26:31,"{""ip"": ""192.168.134.203""}"
259,166,search,,sess_5726,2022-01-25 08:20:16,"{""ip"": ""192.168.217.188""}"
260,88,purchase,32.0,sess_4372,2023-07-07 01:58:07,"{""ip"": ""192.168.233.235""}"
261,64,logout,,sess_4644,2023-09-15 13:53:22,"{""ip"": ""192.168.134.83""}"
262,114,add_to_cart,81.0,sess_1099,2022-03-08 17:54:00,"{""ip"": ""192.168.18.245""}"
263,14,add_to_cart,82.0,sess_3318,2022-07-29 04:34:17,"{""ip"": ""192.168.24.45""}"
264,141,login,,sess_4348,2022-08-30 18:28:29,"{""ip"": ""192.168.21.110""}"
265,120,logout,,sess_6103,2022-06-18 07:11:31,"{""ip"": ""192.168.63.109""}"
266,156,add_to_cart,32.0,sess_5966,2022-10-20 20:59:12,"{""ip"": ""192.168.115.248""}"
267,52,logout,,sess_5454,2023-05-08 02:54:47,"{""ip"": ""192.168.244.249""}"
268,102,purchase,49.0,sess_3748,2023-04-28 16:04:12,"{""ip"": ""192.168.109.130""}"
269,189,login,,sess_8101,2022-06-09 17:32:56,"{""ip"": ""192.168.6.196""}"
270,110,search,,sess_2363,2022-11-04 21:40:11,"{""ip"": ""192.168.138.40""}"
271,187,login,,sess_3878,2022-09-21 13:51:06,"{""ip"": ""192.168.119.79""}"
272,73,search,,sess_7146,2023-07-30 22:03:52,"{""ip"": ""192.168.124.19""}"
273,35,purchase,92.0,sess_8688,2022-07-20 05:38:00,"{""ip"": ""192.168.235.49""}"
274,4,page_view,65.0,sess_7131,2023-05-19 14:43:45,"{""ip"": ""192.168.237.107""}"
275,191,search,,sess_7113,2023-01-29 17:49:26,"{""ip"": ""192.168.79.165""}"
276,19,login,,sess_7697,2022-02-09 04:31:55,"{""ip"": ""192.168.99.239""}"
277,42,login,,sess_4182,2023-03-23 09:17:37,"{""ip"": ""192.168.198.234""}"
278,90,logout,,sess_9349,2023-12-28 17:47:24,"{""ip"": ""192.168.163.177""}"
279,179,purchase,8.0,sess_7313,2023-03-11 08:59:07,"{""ip"": ""192.168.63.123""}"
280,93,page_view,81.0,sess_1462,2023-12-16 23:29:45,"{""ip"": ""192.168.38.67""}"
281,117,login,,sess_3414,2022-09-18 09:00:29,"{""ip"": ""192.168.155.149""}"
282,42,logout,,sess_1202,2022-04-30 03:21:38,"{""ip"": ""192.168.165.183""}"
283,102,search,,sess_2316,2023-06-15 06:52:29,"{""ip"": ""192.168.225.109""}"
